bdt_score,label,weight,process
0.98158157,1,2143.1800000000003,FM2_Lambda4
0.38272396,0,1491.24,aa_ww
0.3267639,0,1491.24,aa_ww
0.906319,1,2143.1800000000003,FM2_Lambda4
0.33886558,1,2143.1800000000003,FM2_Lambda4
0.96637326,1,2143.1800000000003,FM2_Lambda4
0.33567026,0,1491.24,aa_ww
0.78536946,0,1491.24,aa_ww
0.24735892,0,1491.24,aa_ww
0.85423785,1,2143.1800000000003,FM2_Lambda4
0.6362693,1,2143.1800000000003,FM2_Lambda4
0.6499698,0,1491.24,aa_ww
0.39758912,1,2143.1800000000003,FM2_Lambda4
0.28760403,0,1491.24,aa_ww
0.19948688,0,1491.24,aa_ww
0.2621571,0,1491.24,aa_ww
0.52790695,1,2143.1800000000003,FM2_Lambda4
0.6683254,1,2143.1800000000003,FM2_Lambda4
0.37646586,0,1491.24,aa_ww
0.6386391,1,2143.1800000000003,FM2_Lambda4
0.9207311,1,2143.1800000000003,FM2_Lambda4
0.4053511,1,2143.1800000000003,FM2_Lambda4
0.51005465,0,1491.24,aa_ww
0.6973701,1,2143.1800000000003,FM2_Lambda4
0.95068157,1,2143.1800000000003,FM2_Lambda4
0.383745,0,1491.24,aa_ww
0.5649096,0,1491.24,aa_ww
0.27167934,0,1491.24,aa_ww
0.98536754,1,2143.1800000000003,FM2_Lambda4
0.696382,0,1491.24,aa_ww
0.5150782,0,1491.24,aa_ww
0.40866107,0,1491.24,aa_ww
0.9741357,1,2143.1800000000003,FM2_Lambda4
0.30791947,0,1491.24,aa_ww
0.3670691,0,1491.24,aa_ww
0.9617928,1,2143.1800000000003,FM2_Lambda4
0.9780411,1,2143.1800000000003,FM2_Lambda4
0.9521197,1,2143.1800000000003,FM2_Lambda4
0.091809586,0,1491.24,aa_ww
0.37007266,1,2143.1800000000003,FM2_Lambda4
0.14229205,0,1491.24,aa_ww
0.25383517,0,1491.24,aa_ww
0.4709302,1,2143.1800000000003,FM2_Lambda4
0.3057754,0,1491.24,aa_ww
0.9638599,1,2143.1800000000003,FM2_Lambda4
0.17054245,0,1491.24,aa_ww
0.7539711,0,1491.24,aa_ww
0.24942489,1,2143.1800000000003,FM2_Lambda4
0.2876929,0,1491.24,aa_ww
0.3002525,0,1491.24,aa_ww
0.39312536,0,1491.24,aa_ww
0.55650204,1,2143.1800000000003,FM2_Lambda4
0.28906426,1,2143.1800000000003,FM2_Lambda4
0.2630083,0,1491.24,aa_ww
0.9237255,1,2143.1800000000003,FM2_Lambda4
0.2958022,1,2143.1800000000003,FM2_Lambda4
0.39391696,0,1491.24,aa_ww
0.97345144,1,2143.1800000000003,FM2_Lambda4
0.4881414,1,2143.1800000000003,FM2_Lambda4
0.5907071,1,2143.1800000000003,FM2_Lambda4
0.7177485,1,2143.1800000000003,FM2_Lambda4
0.39794347,0,1491.24,aa_ww
0.456758,0,1491.24,aa_ww
0.7362277,1,2143.1800000000003,FM2_Lambda4
0.6929769,1,2143.1800000000003,FM2_Lambda4
0.25868997,0,1491.24,aa_ww
0.9329656,0,1491.24,aa_ww
0.42679527,1,2143.1800000000003,FM2_Lambda4
0.39633837,0,1491.24,aa_ww
0.41463137,0,1491.24,aa_ww
0.40002173,0,1491.24,aa_ww
0.35771546,1,2143.1800000000003,FM2_Lambda4
0.9561309,1,2143.1800000000003,FM2_Lambda4
0.48014227,1,2143.1800000000003,FM2_Lambda4
0.2429385,0,1491.24,aa_ww
0.41227406,1,2143.1800000000003,FM2_Lambda4
0.53946185,0,1491.24,aa_ww
0.27370083,1,2143.1800000000003,FM2_Lambda4
0.6041724,1,2143.1800000000003,FM2_Lambda4
0.4579169,0,1491.24,aa_ww
0.5680561,0,1491.24,aa_ww
0.4108904,0,1491.24,aa_ww
0.9207883,1,2143.1800000000003,FM2_Lambda4
0.88652265,1,2143.1800000000003,FM2_Lambda4
0.36671835,0,1491.24,aa_ww
0.8531266,1,2143.1800000000003,FM2_Lambda4
0.4601718,0,1491.24,aa_ww
0.66377807,0,1491.24,aa_ww
0.4252078,0,1491.24,aa_ww
0.77715635,1,2143.1800000000003,FM2_Lambda4
0.284187,1,2143.1800000000003,FM2_Lambda4
0.98788375,1,2143.1800000000003,FM2_Lambda4
0.30272636,0,1491.24,aa_ww
0.37368017,0,1491.24,aa_ww
0.37904552,0,1491.24,aa_ww
0.5620461,0,1491.24,aa_ww
0.34473863,0,1491.24,aa_ww
0.30124497,0,1491.24,aa_ww
0.43142498,0,1491.24,aa_ww
0.47143507,0,1491.24,aa_ww
0.74662113,1,2143.1800000000003,FM2_Lambda4
0.19616155,0,1491.24,aa_ww
0.48575163,0,1491.24,aa_ww
0.29633117,0,1491.24,aa_ww
0.25857735,0,1491.24,aa_ww
0.5233817,0,1491.24,aa_ww
0.5777987,0,1491.24,aa_ww
0.30498606,1,2143.1800000000003,FM2_Lambda4
0.8209137,1,2143.1800000000003,FM2_Lambda4
0.39650273,0,1491.24,aa_ww
0.8857906,1,2143.1800000000003,FM2_Lambda4
0.9648206,1,2143.1800000000003,FM2_Lambda4
0.14579162,1,2143.1800000000003,FM2_Lambda4
0.38144156,0,1491.24,aa_ww
0.9037335,1,2143.1800000000003,FM2_Lambda4
0.55209225,1,2143.1800000000003,FM2_Lambda4
0.61149776,1,2143.1800000000003,FM2_Lambda4
0.5627483,0,1491.24,aa_ww
0.96735793,1,2143.1800000000003,FM2_Lambda4
0.40007323,1,2143.1800000000003,FM2_Lambda4
0.37990376,1,2143.1800000000003,FM2_Lambda4
0.9656685,1,2143.1800000000003,FM2_Lambda4
0.94220006,1,2143.1800000000003,FM2_Lambda4
0.98374444,1,2143.1800000000003,FM2_Lambda4
0.983579,1,2143.1800000000003,FM2_Lambda4
0.22999509,0,1491.24,aa_ww
0.35951513,1,2143.1800000000003,FM2_Lambda4
0.37282798,0,1491.24,aa_ww
0.2271554,0,1491.24,aa_ww
0.9822521,1,2143.1800000000003,FM2_Lambda4
0.67699444,1,2143.1800000000003,FM2_Lambda4
0.4259043,1,2143.1800000000003,FM2_Lambda4
0.55156547,0,1491.24,aa_ww
0.47764158,1,2143.1800000000003,FM2_Lambda4
0.30421287,0,1491.24,aa_ww
0.97675437,1,2143.1800000000003,FM2_Lambda4
0.989475,1,2143.1800000000003,FM2_Lambda4
0.4168768,0,1491.24,aa_ww
0.3710382,0,1491.24,aa_ww
0.9317921,1,2143.1800000000003,FM2_Lambda4
0.6341399,1,2143.1800000000003,FM2_Lambda4
0.391427,1,2143.1800000000003,FM2_Lambda4
0.3559513,0,1491.24,aa_ww
0.46698558,1,2143.1800000000003,FM2_Lambda4
0.93665737,1,2143.1800000000003,FM2_Lambda4
0.95232856,1,2143.1800000000003,FM2_Lambda4
0.53187287,1,2143.1800000000003,FM2_Lambda4
0.4049018,0,1491.24,aa_ww
0.49956706,0,1491.24,aa_ww
0.25020677,0,1491.24,aa_ww
0.95756835,1,2143.1800000000003,FM2_Lambda4
0.71914494,1,2143.1800000000003,FM2_Lambda4
0.2244037,1,2143.1800000000003,FM2_Lambda4
0.9775778,1,2143.1800000000003,FM2_Lambda4
0.7463317,1,2143.1800000000003,FM2_Lambda4
0.38233447,0,1491.24,aa_ww
0.6411616,1,2143.1800000000003,FM2_Lambda4
0.3131994,0,1491.24,aa_ww
0.4756365,1,2143.1800000000003,FM2_Lambda4
0.28207514,0,1491.24,aa_ww
0.5817561,0,1491.24,aa_ww
0.9766982,1,2143.1800000000003,FM2_Lambda4
0.16147652,0,1491.24,aa_ww
0.5563059,0,1491.24,aa_ww
0.32360762,0,1491.24,aa_ww
0.92519325,1,2143.1800000000003,FM2_Lambda4
0.97727627,1,2143.1800000000003,FM2_Lambda4
0.93406606,1,2143.1800000000003,FM2_Lambda4
0.5290656,1,2143.1800000000003,FM2_Lambda4
0.47368228,0,1491.24,aa_ww
0.9799176,1,2143.1800000000003,FM2_Lambda4
0.9892915,1,2143.1800000000003,FM2_Lambda4
0.5948348,1,2143.1800000000003,FM2_Lambda4
0.9952543,1,2143.1800000000003,FM2_Lambda4
0.8525482,1,2143.1800000000003,FM2_Lambda4
0.57481605,0,1491.24,aa_ww
0.3251591,0,1491.24,aa_ww
0.24682179,0,1491.24,aa_ww
0.44830596,0,1491.24,aa_ww
0.4702586,1,2143.1800000000003,FM2_Lambda4
0.9660371,1,2143.1800000000003,FM2_Lambda4
0.4508801,1,2143.1800000000003,FM2_Lambda4
0.8634117,1,2143.1800000000003,FM2_Lambda4
0.22569728,0,1491.24,aa_ww
0.540049,1,2143.1800000000003,FM2_Lambda4
0.25048834,0,1491.24,aa_ww
0.17201163,0,1491.24,aa_ww
0.447203,0,1491.24,aa_ww
0.8268918,0,1491.24,aa_ww
0.3819101,0,1491.24,aa_ww
0.47717822,0,1491.24,aa_ww
0.62719613,1,2143.1800000000003,FM2_Lambda4
0.4784467,0,1491.24,aa_ww
0.54582644,0,1491.24,aa_ww
0.9579559,1,2143.1800000000003,FM2_Lambda4
0.29859424,0,1491.24,aa_ww
0.38216725,0,1491.24,aa_ww
0.1776861,0,1491.24,aa_ww
0.98754954,1,2143.1800000000003,FM2_Lambda4
0.6092768,0,1491.24,aa_ww
0.24838059,0,1491.24,aa_ww
0.32245803,0,1491.24,aa_ww
0.5247392,1,2143.1800000000003,FM2_Lambda4
0.29688257,0,1491.24,aa_ww
0.9945734,1,2143.1800000000003,FM2_Lambda4
0.39230517,0,1491.24,aa_ww
0.4697311,0,1491.24,aa_ww
0.46644005,1,2143.1800000000003,FM2_Lambda4
0.4161774,1,2143.1800000000003,FM2_Lambda4
0.40215,0,1491.24,aa_ww
0.24679403,0,1491.24,aa_ww
0.6137591,1,2143.1800000000003,FM2_Lambda4
0.56224144,0,1491.24,aa_ww
0.97985107,1,2143.1800000000003,FM2_Lambda4
0.5604694,1,2143.1800000000003,FM2_Lambda4
0.9935402,1,2143.1800000000003,FM2_Lambda4
0.98800373,1,2143.1800000000003,FM2_Lambda4
0.77591765,1,2143.1800000000003,FM2_Lambda4
0.9846747,1,2143.1800000000003,FM2_Lambda4
0.18841243,0,1491.24,aa_ww
0.50470394,0,1491.24,aa_ww
0.42131943,0,1491.24,aa_ww
0.9834517,1,2143.1800000000003,FM2_Lambda4
0.691736,1,2143.1800000000003,FM2_Lambda4
0.29189003,0,1491.24,aa_ww
0.4541597,0,1491.24,aa_ww
0.69938576,0,1491.24,aa_ww
0.22747302,1,2143.1800000000003,FM2_Lambda4
0.45570877,0,1491.24,aa_ww
0.23357815,0,1491.24,aa_ww
0.32795435,0,1491.24,aa_ww
0.3806778,0,1491.24,aa_ww
0.4048217,0,1491.24,aa_ww
0.41061443,1,2143.1800000000003,FM2_Lambda4
0.4606903,1,2143.1800000000003,FM2_Lambda4
0.98214066,1,2143.1800000000003,FM2_Lambda4
0.6438668,0,1491.24,aa_ww
0.5058513,0,1491.24,aa_ww
0.94589525,1,2143.1800000000003,FM2_Lambda4
0.39312053,0,1491.24,aa_ww
0.98477805,1,2143.1800000000003,FM2_Lambda4
0.9113542,1,2143.1800000000003,FM2_Lambda4
0.28211612,0,1491.24,aa_ww
0.94434637,1,2143.1800000000003,FM2_Lambda4
0.31642124,0,1491.24,aa_ww
0.34807742,1,2143.1800000000003,FM2_Lambda4
0.3539577,0,1491.24,aa_ww
0.33756322,1,2143.1800000000003,FM2_Lambda4
0.37441775,0,1491.24,aa_ww
0.57091165,1,2143.1800000000003,FM2_Lambda4
0.9204043,1,2143.1800000000003,FM2_Lambda4
0.78103137,1,2143.1800000000003,FM2_Lambda4
0.9441717,0,1491.24,aa_ww
0.46381268,1,2143.1800000000003,FM2_Lambda4
0.32422262,0,1491.24,aa_ww
0.19101624,0,1491.24,aa_ww
0.9606743,1,2143.1800000000003,FM2_Lambda4
0.53594846,0,1491.24,aa_ww
0.97845215,1,2143.1800000000003,FM2_Lambda4
0.7830664,1,2143.1800000000003,FM2_Lambda4
0.16905585,0,1491.24,aa_ww
0.5487084,1,2143.1800000000003,FM2_Lambda4
0.9213485,1,2143.1800000000003,FM2_Lambda4
0.58753246,0,1491.24,aa_ww
0.4832721,0,1491.24,aa_ww
0.4314673,0,1491.24,aa_ww
0.78330547,1,2143.1800000000003,FM2_Lambda4
0.97596335,1,2143.1800000000003,FM2_Lambda4
0.9938545,1,2143.1800000000003,FM2_Lambda4
0.82615626,0,1491.24,aa_ww
0.4310176,0,1491.24,aa_ww
0.5543754,1,2143.1800000000003,FM2_Lambda4
0.87077236,1,2143.1800000000003,FM2_Lambda4
0.48219934,1,2143.1800000000003,FM2_Lambda4
0.4304802,0,1491.24,aa_ww
0.27885905,0,1491.24,aa_ww
0.6520635,0,1491.24,aa_ww
0.7340196,0,1491.24,aa_ww
0.3745424,0,1491.24,aa_ww
0.31879234,0,1491.24,aa_ww
0.6264357,1,2143.1800000000003,FM2_Lambda4
0.7601604,0,1491.24,aa_ww
0.2950698,0,1491.24,aa_ww
0.7786663,1,2143.1800000000003,FM2_Lambda4
0.25090578,0,1491.24,aa_ww
0.9156254,1,2143.1800000000003,FM2_Lambda4
0.68285275,1,2143.1800000000003,FM2_Lambda4
0.5036528,0,1491.24,aa_ww
0.68252176,1,2143.1800000000003,FM2_Lambda4
0.7365438,0,1491.24,aa_ww
0.2031683,0,1491.24,aa_ww
0.72354406,0,1491.24,aa_ww
0.99648714,1,2143.1800000000003,FM2_Lambda4
0.4041108,0,1491.24,aa_ww
0.49628052,1,2143.1800000000003,FM2_Lambda4
0.24611358,0,1491.24,aa_ww
0.9630944,1,2143.1800000000003,FM2_Lambda4
0.32599452,1,2143.1800000000003,FM2_Lambda4
0.32007486,0,1491.24,aa_ww
0.90719646,1,2143.1800000000003,FM2_Lambda4
0.97529125,1,2143.1800000000003,FM2_Lambda4
0.7771499,1,2143.1800000000003,FM2_Lambda4
0.2862672,0,1491.24,aa_ww
0.45812032,1,2143.1800000000003,FM2_Lambda4
0.99015313,1,2143.1800000000003,FM2_Lambda4
0.23593207,1,2143.1800000000003,FM2_Lambda4
0.35955995,0,1491.24,aa_ww
0.6758334,0,1491.24,aa_ww
0.91764414,1,2143.1800000000003,FM2_Lambda4
0.5040438,1,2143.1800000000003,FM2_Lambda4
0.5395924,0,1491.24,aa_ww
0.9907164,1,2143.1800000000003,FM2_Lambda4
0.3297777,0,1491.24,aa_ww
0.44884712,0,1491.24,aa_ww
0.2898253,1,2143.1800000000003,FM2_Lambda4
0.6095928,1,2143.1800000000003,FM2_Lambda4
0.4046568,0,1491.24,aa_ww
0.9296962,1,2143.1800000000003,FM2_Lambda4
0.6662529,1,2143.1800000000003,FM2_Lambda4
0.25025654,0,1491.24,aa_ww
0.45919153,0,1491.24,aa_ww
0.24817292,1,2143.1800000000003,FM2_Lambda4
0.89167154,1,2143.1800000000003,FM2_Lambda4
0.4035801,1,2143.1800000000003,FM2_Lambda4
0.40194213,0,1491.24,aa_ww
0.80415845,0,1491.24,aa_ww
0.5331761,0,1491.24,aa_ww
0.46925086,1,2143.1800000000003,FM2_Lambda4
0.37573677,0,1491.24,aa_ww
0.8474616,1,2143.1800000000003,FM2_Lambda4
0.33910504,0,1491.24,aa_ww
0.7858688,1,2143.1800000000003,FM2_Lambda4
0.5801689,1,2143.1800000000003,FM2_Lambda4
0.2985239,0,1491.24,aa_ww
0.43247238,0,1491.24,aa_ww
0.97997415,1,2143.1800000000003,FM2_Lambda4
0.7012534,0,1491.24,aa_ww
0.478791,0,1491.24,aa_ww
0.56359553,0,1491.24,aa_ww
0.14909,0,1491.24,aa_ww
0.8453408,1,2143.1800000000003,FM2_Lambda4
0.9659881,1,2143.1800000000003,FM2_Lambda4
0.33029175,0,1491.24,aa_ww
0.96476996,1,2143.1800000000003,FM2_Lambda4
0.9874933,1,2143.1800000000003,FM2_Lambda4
0.5012498,0,1491.24,aa_ww
0.7893465,0,1491.24,aa_ww
0.7263881,0,1491.24,aa_ww
0.99342066,1,2143.1800000000003,FM2_Lambda4
0.33830553,1,2143.1800000000003,FM2_Lambda4
0.9591103,1,2143.1800000000003,FM2_Lambda4
0.5450142,1,2143.1800000000003,FM2_Lambda4
0.23320651,0,1491.24,aa_ww
0.3691935,0,1491.24,aa_ww
0.40588316,0,1491.24,aa_ww
0.3878191,0,1491.24,aa_ww
0.37597573,0,1491.24,aa_ww
0.68677735,1,2143.1800000000003,FM2_Lambda4
0.2908173,0,1491.24,aa_ww
0.6029223,1,2143.1800000000003,FM2_Lambda4
0.18952055,1,2143.1800000000003,FM2_Lambda4
0.34535092,0,1491.24,aa_ww
0.58601105,1,2143.1800000000003,FM2_Lambda4
0.9792358,1,2143.1800000000003,FM2_Lambda4
0.8368424,1,2143.1800000000003,FM2_Lambda4
0.862172,1,2143.1800000000003,FM2_Lambda4
0.30425784,0,1491.24,aa_ww
0.64401096,0,1491.24,aa_ww
0.5369697,0,1491.24,aa_ww
0.9871976,1,2143.1800000000003,FM2_Lambda4
0.8634557,1,2143.1800000000003,FM2_Lambda4
0.4793184,0,1491.24,aa_ww
0.76422423,1,2143.1800000000003,FM2_Lambda4
0.35180488,1,2143.1800000000003,FM2_Lambda4
0.49601114,0,1491.24,aa_ww
0.66792023,1,2143.1800000000003,FM2_Lambda4
0.5646113,0,1491.24,aa_ww
0.7284217,1,2143.1800000000003,FM2_Lambda4
0.80988634,1,2143.1800000000003,FM2_Lambda4
0.24495716,0,1491.24,aa_ww
0.6492988,1,2143.1800000000003,FM2_Lambda4
0.595832,0,1491.24,aa_ww
0.15314673,0,1491.24,aa_ww
0.78982496,1,2143.1800000000003,FM2_Lambda4
0.5004406,0,1491.24,aa_ww
0.53864455,1,2143.1800000000003,FM2_Lambda4
0.48877838,1,2143.1800000000003,FM2_Lambda4
0.7403686,0,1491.24,aa_ww
0.3901851,0,1491.24,aa_ww
0.42441484,1,2143.1800000000003,FM2_Lambda4
0.5737645,0,1491.24,aa_ww
0.38430423,1,2143.1800000000003,FM2_Lambda4
0.4559941,1,2143.1800000000003,FM2_Lambda4
0.16058537,0,1491.24,aa_ww
0.9963672,1,2143.1800000000003,FM2_Lambda4
0.98837703,1,2143.1800000000003,FM2_Lambda4
0.305721,0,1491.24,aa_ww
0.34218413,0,1491.24,aa_ww
0.691117,0,1491.24,aa_ww
0.95808125,0,1491.24,aa_ww
0.9690215,1,2143.1800000000003,FM2_Lambda4
0.47560802,1,2143.1800000000003,FM2_Lambda4
0.61363465,1,2143.1800000000003,FM2_Lambda4
0.985994,1,2143.1800000000003,FM2_Lambda4
0.28940117,1,2143.1800000000003,FM2_Lambda4
0.68770814,0,1491.24,aa_ww
0.93051875,1,2143.1800000000003,FM2_Lambda4
0.6798143,1,2143.1800000000003,FM2_Lambda4
0.30994081,1,2143.1800000000003,FM2_Lambda4
0.5504613,0,1491.24,aa_ww
0.98575866,1,2143.1800000000003,FM2_Lambda4
0.38365287,1,2143.1800000000003,FM2_Lambda4
0.32569563,0,1491.24,aa_ww
0.31860685,1,2143.1800000000003,FM2_Lambda4
0.60093826,1,2143.1800000000003,FM2_Lambda4
0.5662421,1,2143.1800000000003,FM2_Lambda4
0.60070765,0,1491.24,aa_ww
0.44481,1,2143.1800000000003,FM2_Lambda4
0.7906272,1,2143.1800000000003,FM2_Lambda4
0.52689034,0,1491.24,aa_ww
0.69750035,0,1491.24,aa_ww
0.4309639,0,1491.24,aa_ww
0.7596549,1,2143.1800000000003,FM2_Lambda4
0.97750425,1,2143.1800000000003,FM2_Lambda4
0.97439766,1,2143.1800000000003,FM2_Lambda4
0.9780342,1,2143.1800000000003,FM2_Lambda4
0.9080809,1,2143.1800000000003,FM2_Lambda4
0.48927295,1,2143.1800000000003,FM2_Lambda4
0.5822615,1,2143.1800000000003,FM2_Lambda4
0.29987594,0,1491.24,aa_ww
0.69564766,0,1491.24,aa_ww
0.31622857,1,2143.1800000000003,FM2_Lambda4
0.9267702,1,2143.1800000000003,FM2_Lambda4
0.3923713,0,1491.24,aa_ww
0.27139682,0,1491.24,aa_ww
0.6870123,0,1491.24,aa_ww
0.61870736,0,1491.24,aa_ww
0.7048401,1,2143.1800000000003,FM2_Lambda4
0.979368,1,2143.1800000000003,FM2_Lambda4
0.18442534,0,1491.24,aa_ww
0.5633098,0,1491.24,aa_ww
0.9514328,1,2143.1800000000003,FM2_Lambda4
0.28916994,0,1491.24,aa_ww
0.62218213,0,1491.24,aa_ww
0.99316096,1,2143.1800000000003,FM2_Lambda4
0.6236068,1,2143.1800000000003,FM2_Lambda4
0.319385,0,1491.24,aa_ww
0.4771917,0,1491.24,aa_ww
0.40816742,1,2143.1800000000003,FM2_Lambda4
0.39455482,0,1491.24,aa_ww
0.94459295,0,1491.24,aa_ww
0.8760849,0,1491.24,aa_ww
0.9675318,1,2143.1800000000003,FM2_Lambda4
0.5606487,0,1491.24,aa_ww
0.9589574,1,2143.1800000000003,FM2_Lambda4
0.873318,1,2143.1800000000003,FM2_Lambda4
0.9949522,1,2143.1800000000003,FM2_Lambda4
0.5248459,0,1491.24,aa_ww
0.9588322,1,2143.1800000000003,FM2_Lambda4
0.98669875,1,2143.1800000000003,FM2_Lambda4
0.20517625,0,1491.24,aa_ww
0.538285,0,1491.24,aa_ww
0.32729623,0,1491.24,aa_ww
0.078762166,0,1491.24,aa_ww
0.85264564,1,2143.1800000000003,FM2_Lambda4
0.4766691,0,1491.24,aa_ww
0.97833306,1,2143.1800000000003,FM2_Lambda4
0.24651484,0,1491.24,aa_ww
0.4751541,0,1491.24,aa_ww
0.6260787,1,2143.1800000000003,FM2_Lambda4
0.9886947,1,2143.1800000000003,FM2_Lambda4
0.6691806,1,2143.1800000000003,FM2_Lambda4
0.900107,1,2143.1800000000003,FM2_Lambda4
0.5409638,1,2143.1800000000003,FM2_Lambda4
0.7618402,1,2143.1800000000003,FM2_Lambda4
0.9449044,1,2143.1800000000003,FM2_Lambda4
0.62476844,1,2143.1800000000003,FM2_Lambda4
0.46003133,0,1491.24,aa_ww
0.33674285,0,1491.24,aa_ww
0.9895695,1,2143.1800000000003,FM2_Lambda4
0.9413412,1,2143.1800000000003,FM2_Lambda4
0.9649751,1,2143.1800000000003,FM2_Lambda4
0.58955663,1,2143.1800000000003,FM2_Lambda4
0.430046,1,2143.1800000000003,FM2_Lambda4
0.51390207,1,2143.1800000000003,FM2_Lambda4
0.81753266,1,2143.1800000000003,FM2_Lambda4
0.74444604,0,1491.24,aa_ww
0.3913942,0,1491.24,aa_ww
0.53430945,1,2143.1800000000003,FM2_Lambda4
0.51426417,1,2143.1800000000003,FM2_Lambda4
0.72387654,0,1491.24,aa_ww
0.18688832,1,2143.1800000000003,FM2_Lambda4
0.94201905,1,2143.1800000000003,FM2_Lambda4
0.30515233,1,2143.1800000000003,FM2_Lambda4
0.48872826,0,1491.24,aa_ww
0.6599855,0,1491.24,aa_ww
0.23755094,0,1491.24,aa_ww
0.37300682,0,1491.24,aa_ww
0.32593256,0,1491.24,aa_ww
0.3647823,0,1491.24,aa_ww
0.99091715,1,2143.1800000000003,FM2_Lambda4
0.8226666,1,2143.1800000000003,FM2_Lambda4
0.35640863,1,2143.1800000000003,FM2_Lambda4
0.3324067,0,1491.24,aa_ww
0.5712546,0,1491.24,aa_ww
0.3491561,0,1491.24,aa_ww
0.77340347,0,1491.24,aa_ww
0.9655257,1,2143.1800000000003,FM2_Lambda4
0.6560504,1,2143.1800000000003,FM2_Lambda4
0.86353385,1,2143.1800000000003,FM2_Lambda4
0.59981054,1,2143.1800000000003,FM2_Lambda4
0.40592,1,2143.1800000000003,FM2_Lambda4
0.34934276,1,2143.1800000000003,FM2_Lambda4
0.5301787,0,1491.24,aa_ww
0.4110885,0,1491.24,aa_ww
0.96202666,1,2143.1800000000003,FM2_Lambda4
0.9381766,1,2143.1800000000003,FM2_Lambda4
0.5898814,1,2143.1800000000003,FM2_Lambda4
0.49088535,0,1491.24,aa_ww
0.19200233,0,1491.24,aa_ww
0.33224827,1,2143.1800000000003,FM2_Lambda4
0.26277313,0,1491.24,aa_ww
0.8014509,1,2143.1800000000003,FM2_Lambda4
0.5096824,0,1491.24,aa_ww
0.28757837,0,1491.24,aa_ww
0.17015581,0,1491.24,aa_ww
0.44432777,0,1491.24,aa_ww
0.3221154,0,1491.24,aa_ww
0.9867439,1,2143.1800000000003,FM2_Lambda4
0.341191,0,1491.24,aa_ww
0.3721852,0,1491.24,aa_ww
0.9601565,1,2143.1800000000003,FM2_Lambda4
0.42903882,1,2143.1800000000003,FM2_Lambda4
0.828255,1,2143.1800000000003,FM2_Lambda4
0.51646614,1,2143.1800000000003,FM2_Lambda4
0.83258224,1,2143.1800000000003,FM2_Lambda4
0.6204998,1,2143.1800000000003,FM2_Lambda4
0.57613194,0,1491.24,aa_ww
0.96542346,1,2143.1800000000003,FM2_Lambda4
0.97073686,1,2143.1800000000003,FM2_Lambda4
0.37791336,0,1491.24,aa_ww
0.7409213,1,2143.1800000000003,FM2_Lambda4
0.9719258,1,2143.1800000000003,FM2_Lambda4
0.7347174,0,1491.24,aa_ww
0.5725149,1,2143.1800000000003,FM2_Lambda4
0.7473083,1,2143.1800000000003,FM2_Lambda4
0.6650599,1,2143.1800000000003,FM2_Lambda4
0.9459383,1,2143.1800000000003,FM2_Lambda4
0.53176993,0,1491.24,aa_ww
