lepton_pt,lepton_eta,leading_jet_pt,leading_jet_eta,subleading_jet_eta,missing_et,delta_r,jet_centrality,delta_eta_jj,m_w_hadronic,m_w_leptonic,label,weight,process,bdt_score
40.23680590671348,1.9691912619891367,77.36132311154091,2.5956143064806203,2.492913324165032,54.91771615895971,3.4120522599810896,2.118828769074427,1.704761555979052,83.79044109441044,80.55200753194943,0,1507.43,aa_ww,0.7672735
79.9211154433835,2.8816467627652216,57.88818829069494,2.026871528352552,1.7582537703403815,37.60751840314693,2.066887012974927,3.2440085293416194,2.682959075361148,79.31742931199209,80.93958475217838,0,1507.43,aa_ww,0.99924445
35.354887611228634,4.045870602771145,42.86895681573909,2.5939892961935733,1.530473826873316,46.55142820833812,3.392404466017598,2.754042885635708,0.1693455731479773,70.83363595651223,87.6160961416958,0,1507.43,aa_ww,0.98234415
53.316373450021246,0.7825360274563665,51.65149210864256,3.125131067942001,3.5716248432389675,17.35499238044377,3.1540514848902506,2.5514306282887507,0.9507746937050526,79.76411001172818,76.6374267969374,0,1507.43,aa_ww,0.5163741
45.08292300779298,1.9847173827131988,56.803474564486514,0.952600256589956,2.936908501019853,62.59717176599593,3.111602542638654,1.6195183932823858,0.4831539271205041,77.55863444388488,81.41909785273955,0,1507.43,aa_ww,0.5854559
49.98711804255851,2.7567863699036588,43.61093102484278,3.2378277775881648,3.073822550512111,34.21730864811034,2.1553405175887064,3.474876848781124,0.7756264622352789,74.03112894427926,61.08207370175872,0,1507.43,aa_ww,0.80015576
146.6896173846052,0.9710805103135656,67.12945066706833,2.1732539652387706,1.4766833287623853,52.73913509911279,2.967543450498951,2.5174507722213906,0.1182837222291841,77.14316584642283,77.41804954487658,0,1507.43,aa_ww,0.6914993
56.76809122932056,1.8854204966522945,44.23113643953905,2.205209852247751,2.1173386147717075,184.94252794111725,3.142444222315065,0.8863861177522656,0.7563358860218485,82.01906112126518,81.00354807138443,0,1507.43,aa_ww,0.41506234
74.81861250072113,1.838301596804672,45.83342521404482,1.27758960514681,3.862288194803538,64.65154110687412,2.277792624589857,1.6886521945856865,1.6892585071893935,77.39404640229131,81.31674667495828,0,1507.43,aa_ww,0.56828034
22.44517485915573,2.8495366838612144,53.422000656832935,2.482034664674328,2.932761127256581,47.2721985813542,1.163159982951368,2.2248250212233827,0.5294192906960556,78.00892135312698,74.46003526042412,0,1507.43,aa_ww,0.62508714
39.43290681983997,2.7755528100544478,76.59858000984046,1.285304496427049,0.1489697820894704,55.7599849243129,2.020843862155474,2.951117621171762,2.077244100602887,83.64027864336545,80.61369224287223,0,1507.43,aa_ww,0.45347857
25.078381687451795,2.863838530849984,110.5833842630706,3.6589980050447,3.6651719412760415,38.48823347832175,1.7016981067623949,2.740779310118234,0.3438864234881196,81.01806401496223,78.21443124210147,0,1507.43,aa_ww,0.9999486
85.47995460913756,2.8175211458487786,68.88455574622738,3.4923387036097857,1.7453341492545658,46.87203294750403,2.061508244994961,1.844941832760512,1.5455594928943068,79.13829335379548,79.4601845649294,0,1507.43,aa_ww,0.9626079
41.61263246804162,2.779351525673261,77.77875664305947,1.7224263885955184,3.804165134482024,2.042231408952575,2.1220338874753906,3.714313501239619,0.3129460948661716,79.1937813433066,78.913379295526,0,1507.43,aa_ww,0.9684022
76.42575720811364,1.644243242975279,61.824755030904335,3.1157329648277354,2.351619305036829,57.07993037416843,2.455360205207896,2.3462767125082253,0.6804157467350596,82.64755982560636,79.64978232033612,0,1507.43,aa_ww,0.98195297
27.012549389029143,2.341302560681983,24.740787395547702,4.264445219194294,1.3406430961532827,74.99584245601557,0.7055075274540464,2.480192905398561,0.2813272973544756,83.45859646773224,78.7449953760977,0,1507.43,aa_ww,0.99370193
27.37955340900061,2.760041931978189,46.51266521967664,0.3814048240514909,2.620074182785796,40.7589513942599,2.5933300850272305,2.7470911610981856,0.2757300268162626,83.68230606586197,79.49335802065043,0,1507.43,aa_ww,0.9485984
60.28213330873254,1.5994412237051203,42.17887412727795,-0.0131333537097309,3.283216282774625,112.00581852311672,2.63652749128618,2.6895423701147902,0.0564723654866453,81.86579731737987,81.4432662856195,0,1507.43,aa_ww,0.37467763
59.2895265637315,3.1018350463307067,88.30302798462091,2.13367473134924,1.9677875322384155,79.8409630347835,3.5789253246290347,3.080855728176372,0.0746148426696845,79.58974669805619,78.80420474911122,0,1507.43,aa_ww,0.9992743
34.05256634886328,1.4164931120422497,98.62610449316406,1.8292014003616035,2.6473213022564086,63.20645742031866,3.4217231709579297,1.3794524505063823,0.8785177377512179,82.18159897412033,79.37703658257553,0,1507.43,aa_ww,0.43020657
65.52887112683959,2.878622816134265,144.68651402586875,3.4519571277724794,2.8027606219491465,58.59448657778512,2.008279155314169,3.130189532912968,2.966783449140505,80.66311455204325,33.41755827600511,0,1507.43,aa_ww,0.8074676
34.403410324676535,4.2344741835418365,51.35490569518984,2.4225064401391863,3.805008367456269,20.13862523141657,3.7061119186192655,2.7269907996808023,0.9261660694470356,81.56811845886281,81.0752349105973,0,1507.43,aa_ww,0.9995229
53.63146299692345,2.1338131856093367,23.45959125759057,2.653337262907141,1.8757678761295304,65.2930289562524,2.8040615189074813,3.010689587581514,1.7635939641063996,72.86483815759343,79.3017379869375,0,1507.43,aa_ww,0.7936327
