lepton_pt,lepton_eta,leading_jet_pt,leading_jet_eta,subleading_jet_eta,missing_et,delta_r,jet_centrality,delta_eta_jj,m_w_hadronic,m_w_leptonic,label,bdt_score
37.26009252365278,2.02764301364511,42.13500493559304,3.170621210856517,4.574501118130866,118.19728521386898,2.8056711054226984,2.086366431963185,1.017805774721739,77.84703696982325,81.51210682873375,0,0.91317695
43.181648067352825,1.9776937605194855,55.18206850415977,2.3464314543979423,2.5709955484341758,21.26330958444125,1.5872689719965916,2.909791898616433,1.1940846217650034,76.62844778036909,79.34327013017389,0,0.62941825
40.08162823764172,2.463131550396035,66.87038110256536,4.568982936166302,1.380808211595697,51.08099367280101,0.8266360285051293,2.725376030733176,0.4710237852529887,85.27906604950203,74.01349191720401,0,0.59554183
43.69070260505955,2.806024466917826,54.280144114035465,3.557728070704936,4.394353466236664,34.000827419015856,3.001391934044818,0.6181059762076098,0.065601846852853,77.4672817308891,80.24737181560009,0,0.7761692
56.28334932012938,3.303336585464072,78.96900464767162,1.494787573195034,3.439657916494216,28.57547562728615,3.2106321229767243,3.5114504236623465,2.1296111336621424,86.25694902965947,85.18103310761953,0,0.5009167
84.48532485623484,2.227817347306207,43.24012337919384,3.3147439205989606,2.9733960887737427,68.68666753302314,2.8861359666681365,4.07660373074398,0.1115271455030527,74.36092678146089,76.08794370471207,0,0.9831251
121.64077589427554,3.5808511766301803,259.04831481512684,0.7369777242602282,1.2138488823033418,38.13032154579163,3.1005336919303064,1.3084931460129128,1.13586611318793,78.1883197333692,75.9166251238949,0,0.5190808
44.444057902896006,2.313050406539343,72.16361901444519,2.9228241367358003,2.3702691735662094,20.005726428739607,2.3254520275324584,2.3120816132262685,1.2467696925644056,83.33796209500937,80.79575661088819,0,0.4802359
26.82286852274533,1.5873646466196756,32.51201938877941,1.7617646558300282,2.990381249779926,29.606662048313027,3.238482231348041,4.253757313753884,1.8479310983611985,74.84586306562078,81.94652638960613,0,0.63443375
29.051282441573715,3.3534715212081165,22.792404615979613,2.3577570929461418,2.9868718749665333,29.85829831847864,2.771527176019585,3.78345925004654,0.3150527773797852,74.42702290451136,54.58565908478191,0,0.9021795
22.697490474208447,3.009132210744619,30.90487545709688,1.798423280688816,3.491921771704919,39.063863440558734,3.4732040283700525,2.2002761196504754,0.9264964613266676,78.1622164149108,77.16215438995188,0,0.78308904
68.5302328635871,3.3989042909481078,130.50433225022567,2.112875063457281,2.636203551920174,37.05781447673948,2.9346739581987027,3.4933625147502454,0.637488050570391,81.5804930832681,80.85440917402704,0,0.94952685
67.5305463737278,1.8502483743881333,78.71042155440342,3.670011754778637,2.4264320135241277,38.87861811685335,3.0583013561836694,1.5234929481555766,0.9399333121443798,82.83295034342,80.55114246224531,0,0.46279988
46.92442203551754,2.023700033940976,88.43158071197942,3.817700632732589,2.917600446290678,16.144049895397814,0.4345243688200113,2.6152274891509717,2.1436462618376293,81.55398662110991,79.11345908021673,0,0.824597
22.94542260666312,3.422740901485043,70.31909862612669,2.0538370904235106,2.719125255456944,24.35060553894792,3.924126128437513,3.140398159988669,0.3799425937940876,79.34297352742688,80.97857195622495,0,0.9060503
51.28864306758168,2.110507549262981,54.44283043232444,1.5426804958023497,3.041664658181787,44.02041376093614,2.891177640963741,2.244860889263629,1.8106379368345304,81.54675130295554,79.9958586878736,0,0.4564422
25.89387836859764,2.1231592102404298,48.49840503706918,2.283029157540462,4.095501103447192,51.56607461492246,3.4986941714024007,2.476819166164157,1.1377883419580783,75.75011133505448,74.39166162514398,0,0.77899957
27.806371344110957,1.7490702146711012,43.34766339977983,2.513869409209069,4.146514565007177,17.055681295872233,3.3852084179239075,3.111272644765135,0.7721470898924192,83.072008841316,80.70490410691133,0,0.8490675
13.946286677255882,1.947208444217423,57.59044522137652,4.134760829516222,-0.1438523199849155,26.97347099445639,3.102568879182544,3.4830591182787085,0.4979547756544579,81.05202322164664,81.68246387106579,0,0.7150245
37.47217982042029,2.355230004031414,83.05684006805477,3.348604196258614,2.2270217323127834,85.8157594986573,3.180055469514316,2.77651177423167,1.2334455462430385,77.51076700162247,80.88545211693467,0,0.8947144
79.61277684399647,2.7427409347668146,193.7531109724026,0.8509453095283076,2.856743555837118,59.664111703655806,0.9858098070558124,2.6996318790872262,1.872595132935545,77.76559593086665,79.70279004586776,0,0.79052216
8.862211354292747,3.3267874390003778,84.14746205314634,3.385525088243123,2.844260598787711,20.87455189152404,2.7915179564229997,3.2954483832953683,2.1769785350496136,80.24145147658699,70.6206792499784,0,0.8586847
23.98478708661817,3.9721775439926295,147.3606925097756,1.6819531986189198,0.6697348228837419,38.21754156803101,1.8597913098456773,2.7590533637830434,0.6669696384218604,78.22973963350984,83.50020626610043,0,0.4115381
45.19782477011651,0.4957436642044966,72.5364320274926,3.3785288301865544,2.4198669811186737,53.80973858296962,3.019965259767873,3.477985425027357,2.083367446446452,83.90772654931581,80.08721274882983,0,0.7075384
56.51592317666144,2.4706138653976875,20.784012879695936,1.264939228948626,1.879288484034813,43.02418359321193,2.8336903845354597,2.684752806667531,1.4774537211360417,77.33995715521452,79.29118200775011,0,0.4873284
59.31990070883771,1.730440536265886,249.45511300008584,1.334918055792278,2.5327805368354683,32.83068999798138,2.5538953216285742,3.2732309224937155,1.3641404406194266,78.5439435346527,73.81896718652497,0,0.6939654
55.487035737418175,3.057319000108004,45.60383889183503,1.4032470263071108,1.8380505196122037,17.53051740429828,3.791371091261847,2.830195809286061,0.935591241042056,74.37901694737879,74.2687506687905,0,0.4233208
61.17816081693278,3.163782084882926,38.15594823062715,2.7102408310645103,2.882588396442947,32.49629428909299,3.5082479248441185,2.4990440704673067,2.982584338116636,78.81905875038805,77.71984031466027,0,0.8835356
122.01766208493892,2.82683545480868,103.86349200699928,2.2060704782258176,2.68197188752031,25.289692919209088,2.8861274398025096,3.0818248786009845,1.2683115070844666,83.95068947483588,72.29567953647822,0,0.7470818
14.448629713308629,3.3869548890173924,58.34351136858864,1.9074350237223616,2.2244193092913704,32.21072240374971,3.29550839586852,3.084577153228975,0.066734068775181,80.7523085503243,38.365304963831576,0,0.49823385
89.3021807299082,3.050707960010369,65.8056482539931,3.5321244390326494,1.7569603699352647,27.607998472200823,2.588382014456626,4.035834788455043,0.9247663032519112,80.14004219256724,80.16055985521318,0,0.9520912
65.41980046217127,3.1671379565680184,55.35459958143711,3.751019974728197,2.431302832782249,32.682942465238014,0.415673229447441,1.126510418657536,1.9532890793336224,81.24689903160377,77.71816791744217,0,0.6090632
40.43701323953472,2.7517141045595093,51.37425816134789,2.280588656924805,2.890852486619869,34.36280214661728,3.367449569491453,1.2734228789196358,0.5595848224030994,78.15528734237866,79.48235157319613,0,0.6135179
35.01975119919331,3.5911393635009565,89.45773122706653,3.247760361256584,2.859175061040343,64.40300902568518,2.9492892633094283,0.6583982230889809,1.6476908432547168,79.17903057138919,68.47249598868935,0,0.46601626
106.42963848558986,3.81215437931346,49.30835421613024,2.499677144432503,3.2200314167751145,60.90694333376725,3.05481827526456,1.0280520100704595,1.3357843246664087,81.66777777077588,70.47470957809621,0,0.5278459
20.51404634899908,2.2681983485115027,105.67161571943537,1.855533060548108,2.836243943069681,27.3747833344442,3.2915571857133146,2.7297952981913456,0.7035042254156688,79.68172444614189,77.96361846731799,0,0.7239558
37.30251511145069,1.2614131553042425,45.87256485163792,2.154201918810324,1.4702770447638271,30.91126500567549,3.822222209833143,3.253813685923253,0.2004888099892298,79.92401918874285,81.02299861464991,0,0.60107994
