bin_lower_edge,SM_events,EFT_events
0,2338.22,2340.32
20,3831.36,3835.87
40,822.54,822.245
60,165.166,169.08
80,50.6519,53.6222
100,18.4386,22.2053
120,8.08954,10.516
140,3.78043,6.57342
160,1.94815,4.21952
180,1.99885,22.9487
