bin_lower_edge,SM_events,EFT_events
0,20.8464,20.5993
20,205.249,205.247
40,409.641,406.636
60,219.031,216.49
80,95.7681,94.7407
100,41.5027,41.7302
120,18.8843,19.0241
140,8.59266,9.17256
160,4.1843,4.58833
180,4.13085,5.95151
